"feature","feature_type","code","description"
"chartindicator_775","chartindicator","775","Amylase"
"chartindicator_776","chartindicator","776","Arterial Base Excess"
"chartindicator_777","chartindicator","777","Arterial CO2(Calc)"
"chartindicator_778","chartindicator","778","Arterial PaCO2"
"chartindicator_779","chartindicator","779","Arterial PaO2"
"chartindicator_78","chartindicator","78","Bladder Irrigation"
"chartindicator_780","chartindicator","780","Arterial pH"
"chartindicator_781","chartindicator","781","BUN (6-20)"
"chartindicator_783","chartindicator","783","Blood Products"
"chartindicator_784","chartindicator","784","CPK"
"chartindicator_785","chartindicator","785","CPK/MB"
"chartindicator_786","chartindicator","786","Calcium (8.4-10.2)"
"chartindicator_787","chartindicator","787","Carbon Dioxide"
"chartindicator_788","chartindicator","788","Chloride (100-112)"
"chartindicator_789","chartindicator","789","Cholesterol (<200)"
"chartindicator_7892","chartindicator","7892","ecmp pump flow"
"chartindicator_7896","chartindicator","7896","teeth brushed"
"chartindicator_79","chartindicator","79","Blood Flow ml/min"
"chartindicator_791","chartindicator","791","Creatinine (0-1.3)"
"chartindicator_7914","chartindicator","7914","Insulin Guideline"
"chartindicator_7915","chartindicator","7915","Pt./Family Informed"
"chartindicator_792","chartindicator","792","Cyclosporin"
"chartindicator_793","chartindicator","793","D-Dimer (0-500)"
"chartindicator_795","chartindicator","795","Differential-Bands"
"chartindicator_796","chartindicator","796","Differential-Basos"
"chartindicator_797","chartindicator","797","Differential-Eos"
"chartindicator_7976","chartindicator","7976","mucous fistula L"
"chartindicator_798","chartindicator","798","Differential-Lymphs"
"chartindicator_799","chartindicator","799","Differential-Monos"
"chartindicator_80","chartindicator","80","Bowel Sounds"
"chartindicator_800","chartindicator","800","Differential-Polys"
"chartindicator_801","chartindicator","801","Digoxin"
"chartindicator_8011","chartindicator","8011","chest binder"
"chartindicator_802","chartindicator","802","Dilantin"
"chartindicator_803","chartindicator","803","Direct Bili (0-0.3)"
"chartindicator_804","chartindicator","804","Ethanol"
"chartindicator_8048","chartindicator","8048","C.O."
"chartindicator_805","chartindicator","805","FK506"
"chartindicator_806","chartindicator","806","Fibrinogen (150-400)"
"chartindicator_807","chartindicator","807","Fingerstick Glucose"
"chartindicator_808","chartindicator","808","Gentamycin/Peak"
"chartindicator_809","chartindicator","809","Gentamycin/Random"
"chartindicator_81","chartindicator","81","Brachial Pulse [Right]"
"chartindicator_810","chartindicator","810","Gentamycin/Trough"
"chartindicator_811","chartindicator","811","Glucose (70-105)"
"chartindicator_812","chartindicator","812","HCO3"
"chartindicator_8120","chartindicator","8120","JP DRAIN"
"chartindicator_813","chartindicator","813","Hematocrit"
"chartindicator_814","chartindicator","814","Hemoglobin"
"chartindicator_815","chartindicator","815","INR (2-4 ref. range)"
"chartindicator_816","chartindicator","816","Ionized Calcium"
"chartindicator_8169","chartindicator","8169","Amicar mg/hr"
"chartindicator_817","chartindicator","817","LDH"
"chartindicator_818","chartindicator","818","Lactic Acid(0.5-2.0)"
"chartindicator_82","chartindicator","82","Braden Activity"
"chartindicator_820","chartindicator","820","Lipase"
"chartindicator_821","chartindicator","821","Magnesium (1.6-2.6)"
"chartindicator_822","chartindicator","822","Mixed Venous O2"
"chartindicator_823","chartindicator","823","Mixed Venous O2% Sat"
"chartindicator_824","chartindicator","824","PT(11-13.5)"
"chartindicator_8247","chartindicator","8247","ACE WRAP"
"chartindicator_825","chartindicator","825","PTT(22-35)"
"chartindicator_826","chartindicator","826","Phenobarbital"
"chartindicator_827","chartindicator","827","Phosphorous(2.7-4.5)"
"chartindicator_828","chartindicator","828","Platelets"
"chartindicator_8289","chartindicator","8289","Mucomyst       mg/hr"
"chartindicator_829","chartindicator","829","Potassium (3.5-5.3)"
"chartindicator_8290","chartindicator","8290","Acetylcysteine"
"chartindicator_83","chartindicator","83","Braden Frict/Shear"
"chartindicator_831","chartindicator","831","Procan"
"chartindicator_832","chartindicator","832","Procan Napa"
"chartindicator_833","chartindicator","833","RBC"
"chartindicator_834","chartindicator","834","SaO2"
"chartindicator_835","chartindicator","835","Sed Rate"
"chartindicator_836","chartindicator","836","Serum Osmolality"
"chartindicator_8362","chartindicator","8362","ABI Ankle BP [Left]"
"chartindicator_8363","chartindicator","8363","ABI Brachial BP [Left]"
"chartindicator_8365","chartindicator","8365","Angio Appearance #1 [Attribute 2]"
"chartindicator_8366","chartindicator","8366","Angio Appearance #2 [Attribute 2]"
"chartindicator_8367","chartindicator","8367","Anti-Embolism [Status]"
"chartindicator_8368","chartindicator","8368","Arterial BP [Diastolic]"
"chartindicator_8369","chartindicator","8369","Atrial Pacemaker [Capture]"
"chartindicator_837","chartindicator","837","Sodium (135-148)"
"chartindicator_8370","chartindicator","8370","Atrial Pacemaker Threshold [Value]"
"chartindicator_8371","chartindicator","8371","Atrial Pacemaker [Sensitivity]"
"chartindicator_8372","chartindicator","8372","Brachial Pulse [Left]"
"chartindicator_8373","chartindicator","8373","CT #1 [Leak]"
"chartindicator_8374","chartindicator","8374","CT #2 [Leak]"
"chartindicator_8375","chartindicator","8375","CT #3 [Leak]"
"chartindicator_8376","chartindicator","8376","CT #4 [Leak]"
"chartindicator_8377","chartindicator","8377","Capillary Refill [Left]"
"chartindicator_8378","chartindicator","8378","Chest PT [Left]"
"chartindicator_8379","chartindicator","8379","Cooling [Status]"
"chartindicator_838","chartindicator","838","SvO2"
"chartindicator_8380","chartindicator","8380","Corneal Reflex [Left]"
"chartindicator_8381","chartindicator","8381","Dorsal PedPulse [Left]"
"chartindicator_8382","chartindicator","8382","ETT [Location]"
"chartindicator_8383","chartindicator","8383","Edema #1 [Amount]"
"chartindicator_8384","chartindicator","8384","Edema #2 [Amount]"
"chartindicator_8385","chartindicator","8385","Emesis [pH]"
"chartindicator_8386","chartindicator","8386","Femoral Pulse [Left]"
"chartindicator_8387","chartindicator","8387","GI [pH]"
"chartindicator_8388","chartindicator","8388","GI Intub #1 [Site]"
"chartindicator_8389","chartindicator","8389","GI Intub #2 [Site]"
"chartindicator_8390","chartindicator","8390","GI#1 Tube [Drain]"
"chartindicator_8391","chartindicator","8391","GI#2 Tube [Drain]"
"chartindicator_8392","chartindicator","8392","INV Line#1 [Site]"
"chartindicator_8393","chartindicator","8393","INV Line#2 [Site]"
"chartindicator_8394","chartindicator","8394","INV Line#3 [Site]"
"chartindicator_8395","chartindicator","8395","INV Line#4 [Site]"
"chartindicator_8396","chartindicator","8396","INV Line#5 [Site]"
"chartindicator_8397","chartindicator","8397","INV Line#6 [Site]"
"chartindicator_8398","chartindicator","8398","INV Line#7 [Site]"
"chartindicator_84","chartindicator","84","Braden Mobility"
"chartindicator_8400","chartindicator","8400","IV #1 [Size]"
"chartindicator_8401","chartindicator","8401","IV #2 [Size]"
"chartindicator_8402","chartindicator","8402","IV #3 [Size]"
"chartindicator_8403","chartindicator","8403","IV #4 [Size]"
"chartindicator_8404","chartindicator","8404","ImpSkin #3 [Amount]"
"chartindicator_8405","chartindicator","8405","ImpSkin #6 [Amount]"
"chartindicator_8406","chartindicator","8406","ImpSkin #1 [Amount]"
"chartindicator_8407","chartindicator","8407","ImpSkin #2 [Amount]"
"chartindicator_8408","chartindicator","8408","ImpSkin #4 [Amount]"
"chartindicator_8409","chartindicator","8409","ImpSkin #5 [Amount]"
"chartindicator_8410","chartindicator","8410","ImpSkin #1 [Length]"
"chartindicator_8411","chartindicator","8411","ImpSkin #2 [Length]"
"chartindicator_8412","chartindicator","8412","ImpSkin #3 [Length]"
"chartindicator_8413","chartindicator","8413","ImpSkin #4 [Length]"
"chartindicator_8414","chartindicator","8414","ImpSkin #5 [Length]"
"chartindicator_8415","chartindicator","8415","ImpSkin #6 [Length]"
"chartindicator_8416","chartindicator","8416","Inc #1 [Appearance]"
"chartindicator_8417","chartindicator","8417","Inc #2 [Appearance]"
"chartindicator_8418","chartindicator","8418","Inc #3 [Appearance]"
"chartindicator_8419","chartindicator","8419","Inc #4 [Appearance]"
"chartindicator_842","chartindicator","842","Theophylline"
"chartindicator_8420","chartindicator","8420","Inc #5 [Appearance]"
"chartindicator_8421","chartindicator","8421","Inc #6 [Appearance]"
"chartindicator_8422","chartindicator","8422","Inc #1 [Amount]"
"chartindicator_8423","chartindicator","8423","Inc #2 [Amount]"
"chartindicator_8424","chartindicator","8424","Inc #3 [Amount]"
"chartindicator_8425","chartindicator","8425","Inc #4 [Amount]"
"chartindicator_8426","chartindicator","8426","Inc #5 [Amount]"
"chartindicator_8428","chartindicator","8428","Inc #1 [Status]"
"chartindicator_8429","chartindicator","8429","Inc #2 [Status]"
"chartindicator_8430","chartindicator","8430","Inc #3 [Status]"
"chartindicator_8431","chartindicator","8431","Inc #5 [Status]"
"chartindicator_8432","chartindicator","8432","Inc #6 [Status]"
"chartindicator_8433","chartindicator","8433","Inc #4 [Status]"
"chartindicator_8434","chartindicator","8434","KneeImmobilizeLoc [Left]"
"chartindicator_8435","chartindicator","8435","LLE [Color]"
"chartindicator_8436","chartindicator","8436","LUE [Color]"
"chartindicator_8437","chartindicator","8437","MDI #1 [Drug]"
"chartindicator_8438","chartindicator","8438","MDI #2 [Drug]"
"chartindicator_8439","chartindicator","8439","MDI #3 [Drug]"
"chartindicator_844","chartindicator","844","Thrombin (16-21)"
"chartindicator_8440","chartindicator","8440","Manual BP [Diastolic]"
"chartindicator_8441","chartindicator","8441","NBP [Diastolic]"
"chartindicator_8442","chartindicator","8442","Nares [Left]"
"chartindicator_8443","chartindicator","8443","Neuro Drain [Location]"
"chartindicator_8444","chartindicator","8444","Orthostat BP sitting [Diastolic]"
"chartindicator_8446","chartindicator","8446","Orthostatic BP lying [Diastolic]"
"chartindicator_8447","chartindicator","8447","Ostomy [Appearance]"
"chartindicator_8448","chartindicator","8448","PAP [Diastolic]"
"chartindicator_8449","chartindicator","8449","Patient controlled analgesia (PCA) [Attempt]"
"chartindicator_8450","chartindicator","8450","PT Splint #1 [Status]"
"chartindicator_8451","chartindicator","8451","PT Splint #2 [Status]"
"chartindicator_8452","chartindicator","8452","PT Splint #3 [Status]"
"chartindicator_8453","chartindicator","8453","PT Splint #4 [Status]"
"chartindicator_8454","chartindicator","8454","Pain Management [Route/Status #2]"
"chartindicator_8455","chartindicator","8455","Popliteal Pulse [Left]"
"chartindicator_8456","chartindicator","8456","PostTib. Pulses [Left]"
"chartindicator_8457","chartindicator","8457","Pressure Sore #1 [Heal]"
"chartindicator_8458","chartindicator","8458","Pressure Sore #2 [Heal]"
"chartindicator_8459","chartindicator","8459","Pressure Sore #3 [Heal]"
"chartindicator_846","chartindicator","846","Tobramycin/Random"
"chartindicator_8460","chartindicator","8460","Pressure Sore #1 [Amount]"
"chartindicator_8461","chartindicator","8461","Pressure Sore #2 [Amount]"
"chartindicator_8462","chartindicator","8462","Pressure Sore #3 [Amount]"
"chartindicator_8463","chartindicator","8463","Pressure Sore #1 [Length]"
"chartindicator_8464","chartindicator","8464","Pressure Sore #2 [Length]"
"chartindicator_8465","chartindicator","8465","Pressure Sore #3 [Length]"
"chartindicator_8466","chartindicator","8466","Pupil Response [Left]"
"chartindicator_8467","chartindicator","8467","Pupil Size [Left]"
"chartindicator_8468","chartindicator","8468","RLE [Color]"
"chartindicator_8469","chartindicator","8469","LLE [Sensation]"
"chartindicator_8470","chartindicator","8470","ROM [Value]"
"chartindicator_8471","chartindicator","8471","RUE [Color]"
"chartindicator_8472","chartindicator","8472","LUE [Sensation]"
"chartindicator_8473","chartindicator","8473","Radial Pulse [Left]"
"chartindicator_8474","chartindicator","8474","Responds to Stimuli [Value]"
"chartindicator_8475","chartindicator","8475","Skin Condition"
"chartindicator_8476","chartindicator","8476","Sputum Consistency"
"chartindicator_8477","chartindicator","8477","Sputum [Amount]"
"chartindicator_8478","chartindicator","8478","Stool [Consistency]"
"chartindicator_8479","chartindicator","8479","Trach [Fenestra]"
"chartindicator_848","chartindicator","848","Total Bili (0-1.5)"
"chartindicator_8480","chartindicator","8480","Urine [Appearance]"
"chartindicator_8482","chartindicator","8482","Ventricular Pacemaker [Capture]"
"chartindicator_8483","chartindicator","8483","Ventricular Pacemaker Threshold [Value]"
"chartindicator_8484","chartindicator","8484","Ventricular Pacemaker [Sensitivity]"
"chartindicator_8485","chartindicator","8485","Warming [Status]"
"chartindicator_8486","chartindicator","8486","Initials (2 RNs) [RN #2]"
"chartindicator_8487","chartindicator","8487","Med Wasted [Amount]"
"chartindicator_8488","chartindicator","8488","GI Prophylaxis [Drug #2]"
"chartindicator_8489","chartindicator","8489","Ulnar Pulse [Left]"
"chartindicator_849","chartindicator","849","Total Protein(6.5-8)"
"chartindicator_8491","chartindicator","8491","Atrial Pacemaker Sense [mA]"
"chartindicator_8492","chartindicator","8492","GI Tube #1 [Site]"
"chartindicator_8493","chartindicator","8493","GI Tube #2 [Site]"
"chartindicator_8494","chartindicator","8494","GI Tube #3 [Drain]"
"chartindicator_8495","chartindicator","8495","Ventricular Pacemaker Sense [mA]"
"chartindicator_85","chartindicator","85","Braden Moisture"
"chartindicator_850","chartindicator","850","Triglyceride (0-200)"
"chartindicator_851","chartindicator","851","Troponin"
"chartindicator_852","chartindicator","852","Tylenol"
"chartindicator_853","chartindicator","853","Uric Acid (2.7-7.0)"
"chartindicator_854","chartindicator","854","Vancomycin/Peak"
"chartindicator_8547","chartindicator","8547","ABP Alarm [High]"
"chartindicator_8548","chartindicator","8548","CVP Alarm [High]"
"chartindicator_8549","chartindicator","8549","HR Alarm [High]"
"chartindicator_855","chartindicator","855","Vancomycin/Random"
"chartindicator_8550","chartindicator","8550","ICP Alarm [High]"
"chartindicator_8551","chartindicator","8551","NBP Alarm [High]"
"chartindicator_8552","chartindicator","8552","PAP Alarm [High]"
"chartindicator_8553","chartindicator","8553","Resp Alarm [High]"
"chartindicator_8554","chartindicator","8554","SpO2 Alarm [High]"
"chartindicator_8555","chartindicator","8555","Arterial BP #2 [Diastolic]"
"chartindicator_856","chartindicator","856","Vancomycin/Trough"
"chartindicator_857","chartindicator","857","Venous CO2(Calc)"
"chartindicator_858","chartindicator","858","Venous PvCO2"
"chartindicator_859","chartindicator","859","Venous PvO2"
"chartindicator_86","chartindicator","86","Braden Nutrition"
"chartindicator_860","chartindicator","860","Venous pH"
"chartindicator_861","chartindicator","861","WBC (4-11,000)"
"chartindicator_87","chartindicator","87","Braden Score"
"chartindicator_88","chartindicator","88","Braden SensoryPercep"
"chartindicator_89","chartindicator","89","C.O. (fick)"
"chartindicator_90","chartindicator","90","C.O.(thermodilution)"
"chartindicator_91","chartindicator","91","CPM"
"chartindicator_916","chartindicator","916","Allergy 1"
"chartindicator_917","chartindicator","917","Diagnosis/op"
"chartindicator_919","chartindicator","919","Service"
"chartindicator_92","chartindicator","92","CPP"
"chartindicator_920","chartindicator","920","Admit Ht"
"chartindicator_924","chartindicator","924","Readmission"
"chartindicator_925","chartindicator","925","Marital Status"
"chartindicator_926","chartindicator","926","Religion"
"chartindicator_927","chartindicator","927","Allergy 2"
"chartindicator_93","chartindicator","93","CT #1 Crepitus"
"chartindicator_930","chartindicator","930","Ext"
"chartindicator_935","chartindicator","935","Allergy 3"
"chartindicator_938","chartindicator","938","blood cultures"
"chartindicator_94","chartindicator","94","CT #1 Drainage"
"chartindicator_940","chartindicator","940","trach care"
"chartindicator_95","chartindicator","95","CT #1 Dressing"
"chartindicator_96","chartindicator","96","CT #1 [Fluctuate]"
"chartindicator_97","chartindicator","97","CT #1 Suction Amount"
"chartindicator_970","chartindicator","970","TRACH CARE"
"chartindicator_98","chartindicator","98","CT #2 Crepitus"
"chartindicator_987","chartindicator","987","Clot to Blood Bank"
"chartindicator_99","chartindicator","99","CT #2 Drainage"
"chartindicator_993","chartindicator","993","bladder pressure"
"chartindicator_996","chartindicator","996","BLADDER PRESSURE"
"chartvalue_1126","chartvalue","1126","Art.pH"
"chartvalue_1127","chartvalue","1127","WBC   (4-11,000)"
"chartvalue_131","chartvalue","131","Compliance (40-60ml)"
"chartvalue_184","chartvalue","184","Eye Opening"
"chartvalue_190","chartvalue","190","FiO2 Set"
"chartvalue_198","chartvalue","198","GCS Total"
"chartvalue_211","chartvalue","211","Heart Rate"
"chartvalue_218","chartvalue","218","High Insp. Pressure"
"chartvalue_219","chartvalue","219","High Resp. Rate"
"chartvalue_434","chartvalue","434","Low Exhaled Min Vol"
"chartvalue_444","chartvalue","444","Mean Airway Pressure"
"chartvalue_450","chartvalue","450","Minute Volume(Obser)"
"chartvalue_454","chartvalue","454","Motor Response"
"chartvalue_506","chartvalue","506","PEEP Set"
"chartvalue_535","chartvalue","535","Peak Insp. Pressure"
"chartvalue_543","chartvalue","543","Plateau Pressure"
"chartvalue_614","chartvalue","614","Resp Rate (Spont)"
"chartvalue_615","chartvalue","615","Resp Rate (Total)"
"chartvalue_618","chartvalue","618","Respiratory Rate"
"chartvalue_619","chartvalue","619","Respiratory Rate Set"
"chartvalue_631","chartvalue","631","Sensitivity-Vent"
"chartvalue_646","chartvalue","646","SpO2"
"chartvalue_677","chartvalue","677","Temperature C (calc)"
"chartvalue_678","chartvalue","678","Temperature F"
"chartvalue_682","chartvalue","682","Tidal Volume (Obser)"
"chartvalue_683","chartvalue","683","Tidal Volume (Set)"
"chartvalue_723","chartvalue","723","Verbal Response"
"chartvalue_742","chartvalue","742","calprevflg"
"chartvalue_762","chartvalue","762","Admit Wt"
"chartvalue_776","chartvalue","776","Arterial Base Excess"
"chartvalue_777","chartvalue","777","Arterial CO2(Calc)"
"chartvalue_778","chartvalue","778","Arterial PaCO2"
"chartvalue_779","chartvalue","779","Arterial PaO2"
"chartvalue_780","chartvalue","780","Arterial pH"
"chartvalue_781","chartvalue","781","BUN (6-20)"
"chartvalue_787","chartvalue","787","Carbon Dioxide"
"chartvalue_788","chartvalue","788","Chloride (100-112)"
"chartvalue_791","chartvalue","791","Creatinine (0-1.3)"
"chartvalue_811","chartvalue","811","Glucose (70-105)"
"chartvalue_813","chartvalue","813","Hematocrit"
"chartvalue_814","chartvalue","814","Hemoglobin"
"chartvalue_815","chartvalue","815","INR (2-4 ref. range)"
"chartvalue_821","chartvalue","821","Magnesium (1.6-2.6)"
"chartvalue_824","chartvalue","824","PT(11-13.5)"
"chartvalue_825","chartvalue","825","PTT(22-35)"
"chartvalue_828","chartvalue","828","Platelets"
"chartvalue_829","chartvalue","829","Potassium (3.5-5.3)"
"chartvalue_833","chartvalue","833","RBC"
"chartvalue_837","chartvalue","837","Sodium (135-148)"
"chartvalue_861","chartvalue","861","WBC (4-11,000)"
"chartvalue_87","chartvalue","87","Braden Score"
"C0000768","note CUI","C0000768","malformation"
"C0000833","note CUI","C0000833","abscess"
"C0001314","note CUI","C0001314","acute disease"
"C0001327","note CUI","C0001327","acute laryngitis"
"C0001418","note CUI","C0001418","adenocarcinoma"
"C0001883","note CUI","C0001883","respiratory obstruction"
"C0003949","note CUI","C0003949","asbestosis"
"C0004030","note CUI","C0004030","aspergillosis"
"C0004096","note CUI","C0004096","asthma"
"C0004144","note CUI","C0004144","atelectasis"
"C0004623","note CUI","C0004623","bacterial infection"
"C0004626","note CUI","C0004626","bacterial pneumonia"
"C0005940","note CUI","C0005940","bone disease"
"C0006261","note CUI","C0006261","disorder of bronchus"
"C0006262","note CUI","C0006262","bronchial fistula"
"C0006264","note CUI","C0006264","bronchial tumor"
"C0006267","note CUI","C0006267","bronchiectasis"
"C0006271","note CUI","C0006271","bronchiolitis"
"C0006272","note CUI","C0006272","bronchiolitis obliterans"
"C0006277","note CUI","C0006277","bronchitis"
"C0006281","note CUI","C0006281","bronchogenic cyst"
"C0006285","note CUI","C0006285","bronchopneumonia"
"C0006826","note CUI","C0006826","cancer"
"C0006840","note CUI","C0006840","monilia infection"
"C0007107","note CUI","C0007107","laryngeal cancer"
"C0007120","note CUI","C0007120","alveolar cell carcinoma"
"C0007222","note CUI","C0007222","cardiovascular disease"
"C0007302","note CUI","C0007302","disease of cartilage"
"C0008677","note CUI","C0008677","chronic bronchitis"
"C0008679","note CUI","C0008679","chronic disease"
"C0009443","note CUI","C0009443","cold"
"C0009450","note CUI","C0009450","infection"
"C0009566","note CUI","C0009566","complication"
"C0009782","note CUI","C0009782","connective tissue disease"
"C0009938","note CUI","C0009938","bruising"
"C0010076","note CUI","C0010076","coronaviridae"
"C0010078","note CUI","C0010078","disease due to coronaviridae"
"C0010380","note CUI","C0010380","croup"
"C0010626","note CUI","C0010626","congenital cyst"
"C0010709","note CUI","C0010709","cyst"
"C0011168","note CUI","C0011168","dysphagia"
"C0012242","note CUI","C0012242","disorder of digestive system"
"C0012634","note CUI","C0012634","disease"
"C0013221","note CUI","C0013221","drug toxicity"
"C0013604","note CUI","C0013604","edema"
"C0013922","note CUI","C0013922","embolism"
"C0014009","note CUI","C0014009","empyema"
"C0014013","note CUI","C0014013","pyothorax"
"C0014541","note CUI","C0014541","epiglottitis"
"C0014591","note CUI","C0014591","epistaxis"
"C0016169","note CUI","C0016169","sinus"
"C0017178","note CUI","C0017178","gastroenteropathy"
"C0017412","note CUI","C0017412","male genital organ disease"
"C0018671","note CUI","C0018671","neoplasm of head and neck"
"C0019077","note CUI","C0019077","hemopneumothorax"
"C0019079","note CUI","C0019079","hemoptysis"
"C0019080","note CUI","C0019080","bleeding"
"C0019123","note CUI","C0019123","hemothorax"
"C0019247","note CUI","C0019247","inherited disease"
"C0019284","note CUI","C0019284","diaphragmatic hernia"
"C0020303","note CUI","C0020303","hydropneumothorax"
"C0020312","note CUI","C0020312","hydrothorax"
"C0020523","note CUI","C0020523","immunoglobulin e-mediated allergic disorder"
"C0021400","note CUI","C0021400","flu"
"C0023051","note CUI","C0023051","disorder of the larynx"
"C0023052","note CUI","C0023052","laryngeal edema"
"C0023055","note CUI","C0023055","neoplasm of larynx"
"C0023067","note CUI","C0023067","laryngitis"
"C0023075","note CUI","C0023075","stenosis of larynx"
"C0023076","note CUI","C0023076","laryngotracheitis"
"C0023077","note CUI","C0023077","laryngotracheobronchitis"
"C0024115","note CUI","C0024115","pulmonary disease"
"C0024117","note CUI","C0024117","chronic obstructive pulmonary disease"
"C0024121","note CUI","C0024121","neoplasm of lung"
"C0024959","note CUI","C0024959","maxillary sinusitis"
"C0026069","note CUI","C0026069","middle lobe syndrome"
"C0026636","note CUI","C0026636","disease of mouth"
"C0026848","note CUI","C0026848","myopathy"
"C0026857","note CUI","C0026857","musculoskeletal disorder"
"C0026936","note CUI","C0026936","mycoplasma infection"
"C0026946","note CUI","C0026946","fungal infection"
"C0027533","note CUI","C0027533","neoplasm of neck"
"C0027651","note CUI","C0027651","tumor"
"C0027765","note CUI","C0027765","neurological disorder"
"C0027767","note CUI","C0027767","neurological function"
"C0028432","note CUI","C0028432","disorder of the nose"
"C0028797","note CUI","C0028797","occupational disorder"
"C0029235","note CUI","C0029235","organism"
"C0029293","note CUI","C0029293","oroantral fistula"
"C0029342","note CUI","C0029342","orthomyxovirus infection"
"C0030469","note CUI","C0030469","disease of accessory sinus"
"C0030846","note CUI","C0030846","disorder of penis"
"C0031345","note CUI","C0031345","disorder of pharynx"
"C0031350","note CUI","C0031350","pharyngitis"
"C0032226","note CUI","C0032226","pleural disorder"
"C0032227","note CUI","C0032227","pleural effusion"
"C0032231","note CUI","C0032231","pleurisy"
"C0032273","note CUI","C0032273","pneumoconiosis"
"C0032285","note CUI","C0032285","pneumonia"
"C0032290","note CUI","C0032290","aspiration pneumonia"
"C0032298","note CUI","C0032298","lipid pneumonia"
"C0032300","note CUI","C0032300","lobar pneumonia"
"C0032310","note CUI","C0032310","viral pneumonia"
"C0032326","note CUI","C0032326","pneumothorax"
"C0032343","note CUI","C0032343","poisoning"
"C0032584","note CUI","C0032584","polyp"
"C0034063","note CUI","C0034063","pulmonary edema"
"C0034065","note CUI","C0034065","pulmonary embolism"
"C0034067","note CUI","C0034067","pulmonary emphysema"
"C0034069","note CUI","C0034069","pulmonary fibrosis"
"C0034074","note CUI","C0034074","pulmonary infarct"
"C0035204","note CUI","C0035204","respiratory disease"
"C0035222","note CUI","C0035222","ards"
"C0035229","note CUI","C0035229","respiratory insufficiency"
"C0035238","note CUI","C0035238","congenital anomaly of the respiratory system"
"C0035243","note CUI","C0035243","respiratory tract infection"
"C0035244","note CUI","C0035244","neoplasm of respiratory tract"
"C0035455","note CUI","C0035455","rhinitis"
"C0035691","note CUI","C0035691","rna virus"
"C0036658","note CUI","C0036658","sensory function"
"C0037061","note CUI","C0037061","siderosis"
"C0037088","note CUI","C0037088","clinical finding"
"C0037116","note CUI","C0037116","silicosis"
"C0037199","note CUI","C0037199","sinusitis"
"C0038354","note CUI","C0038354","gastropathy"
"C0039478","note CUI","C0039478","temperature sensation"
"C0039978","note CUI","C0039978","disorder of thorax (disorder)"
"C0039980","note CUI","C0039980","chest injury"
"C0039981","note CUI","C0039981","neoplasm of thorax"
"C0040580","note CUI","C0040580","tracheal disorder"
"C0040583","note CUI","C0040583","tracheal stenosis"
"C0040584","note CUI","C0040584","tracheitis"
"C0040586","note CUI","C0040586","tracheobronchitis"
"C0041912","note CUI","C0041912","upper respiratory infection"
"C0041969","note CUI","C0041969","disorder of urethra"
"C0042063","note CUI","C0042063","congenital urogenital anomaly"
"C0042075","note CUI","C0042075","urologic disease"
"C0042373","note CUI","C0042373","vascular disease"
"C0042769","note CUI","C0042769","viral infection"
"C0042776","note CUI","C0042776","virus"
"C0042928","note CUI","C0042928","vocal cord paralysis"
"C0043250","note CUI","C0043250","wound"
"C0079943","note CUI","C0079943","oral fistula"
"C0080032","note CUI","C0080032","malignant pleural effusion"
"C0080276","note CUI","C0080276","disorder of the genitourinary system"
"C0085423","note CUI","C0085423","disease due to gram-negative bacteria (disorder)"
"C0085786","note CUI","C0085786","idiopathic pulmonary fibrosis"
"C0149512","note CUI","C0149512","acute sinusitis"
"C0149513","note CUI","C0149513","acute tracheitis"
"C0149514","note CUI","C0149514","acute bronchitis"
"C0149516","note CUI","C0149516","chronic sinusitis"
"C0149725","note CUI","C0149725","chest cold"
"C0149726","note CUI","C0149726","lung mass"
"C0149736","note CUI","C0149736","mass of neck"
"C0149744","note CUI","C0149744","oral lesion"
"C0151536","note CUI","C0151536","bronchial stenosis"
"C0151701","note CUI","C0151701","pulmonary hemorrhage"
"C0151785","note CUI","C0151785","mucosal disease"
"C0151790","note CUI","C0151790","nasal septum abnormality"
"C0151874","note CUI","C0151874","fungal infection of lung"
"C0152013","note CUI","C0152013","adenocarcinoma of lung"
"C0152029","note CUI","C0152029","sinus congestion"
"C0152091","note CUI","C0152091","osteochondropathy"
"C0152097","note CUI","C0152097","disorder of diaphragm"
"C0153251","note CUI","C0153251","candidiasis of lung"
"C0153506","note CUI","C0153506","malignant neoplasm of upper respiratory tract"
"C0153661","note CUI","C0153661","malignant neoplasm of thorax"
"C0153676","note CUI","C0153676","pulmonary metastasis"
"C0155811","note CUI","C0155811","acute laryngitis and/or tracheitis"
"C0158641","note CUI","C0158641","congenital cystic lung"
"C0158644","note CUI","C0158644","congenital anomaly of lung"
"C0158687","note CUI","C0158687","congenital malformation of genital organs"
"C0158698","note CUI","C0158698","congenital malformation of the urinary system"
"C0160923","note CUI","C0160923","contusion of trunk"
"C0161836","note CUI","C0161836","complication of medical care"
"C0162297","note CUI","C0162297","respiratory arrest"
"C0178272","note CUI","C0178272","disorder of pulmonary circulation"
"C0178829","note CUI","C0178829","disorder of reproductive system"
"C0205721","note CUI","C0205721","nosocomial infection"
"C0206061","note CUI","C0206061","interstitial pneumonitis"
"C0206062","note CUI","C0206062","interstitial lung disease"
"C0206422","note CUI","C0206422","human coronavirus"
"C0206750","note CUI","C0206750","coronavirus infection"
"C0221198","note CUI","C0221198","lesion"
"C0221236","note CUI","C0221236","chronic interstitial pneumonia"
"C0232516","note CUI","C0232516","expectoration of abnormal sputum"
